All Method Calls (2657)

<org.jgrapht.Graph; getEdgeFactory[]; org.jgrapht.EdgeFactory<V,E>; org.jgrapht.Graphs; addEdge[org.jgrapht.Graph<V,E>, V, V, double]; E; null; g>
<java.util.List; size[]; int; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertexList>
<java.util.Random; nextInt[int]; int; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; random>
<java.util.List; get[int]; java.lang.Integer; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; degrees>
<java.util.List; set[int, java.lang.Integer]; java.lang.Integer; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; degrees>
<java.util.List; get[int]; java.lang.Integer; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; degrees>
<java.util.Random; nextInt[int]; int; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; random>
<org.jgrapht.Graph; addEdge[V, V]; E; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target>
<java.util.List; get[int]; V; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; addEdge[V, V]; vertexList>
<org.jgrapht.Graph; addEdge[V, V]; E; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target>
<java.util.List; get[int]; V; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; addEdge[V, V]; vertexList>
<java.util.List; add[V]; boolean; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertexList>
<java.util.List; add[java.lang.Integer]; boolean; org.jgrapht.generate.ScaleFreeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; degrees>
<org.jgrapht.VertexFactory; createVertex[]; V; org.jgrapht.generate.LinearGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertexFactory>
<org.jgrapht.Graph; addVertex[V]; boolean; org.jgrapht.generate.LinearGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target>
<java.util.Map; put[java.lang.String, V]; V; org.jgrapht.generate.LinearGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<org.jgrapht.Graph; addEdge[V, V]; E; org.jgrapht.generate.LinearGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target>
<java.util.Map; put[java.lang.String, V]; V; org.jgrapht.generate.LinearGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<java.lang.Math; pow[double, double]; double; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; Math>
<org.jgrapht.VertexFactory; createVertex[]; V; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertexFactory>
<org.jgrapht.Graph; addVertex[V]; boolean; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target>
<java.util.LinkedList; add[V]; boolean; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertices>
<java.lang.Integer; toBinaryString[int]; java.lang.String; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; Integer>
<java.lang.String; length[]; int; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; s>
<java.util.Map; put[java.lang.String, V]; V; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<org.jgrapht.Graph; addEdge[V, V]; E; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target>
<java.util.LinkedList; get[int]; V; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; addEdge[V, V]; vertices>
<java.util.LinkedList; get[int]; V; org.jgrapht.generate.HyperCubeGraphGenerator; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertices>
<java.util.StringTokenizer; hasMoreTokens[]; boolean; org.jgrapht.experimental.GraphReader; split[java.lang.String]; java.util.List<java.lang.String>; null; tok>
<java.util.List; add[java.lang.String]; boolean; org.jgrapht.experimental.GraphReader; split[java.lang.String]; java.util.List<java.lang.String>; null; l>
<java.util.StringTokenizer; nextToken[]; java.lang.String; org.jgrapht.experimental.GraphReader; split[java.lang.String]; java.util.List<java.lang.String>; null; tok>
<java.io.BufferedReader; ready[]; boolean; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; _in>
<org.jgrapht.experimental.GraphReader; split[java.lang.String]; java.util.List<java.lang.String>; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; this>
<java.io.BufferedReader; readLine[]; java.lang.String; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; _in>
<java.util.List; isEmpty[]; boolean; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; cols>
<java.lang.String; equals[java.lang.Object]; boolean; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; cols.get(0)>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; equals[java.lang.Object]; cols>
<java.lang.String; startsWith[java.lang.String]; boolean; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; cols.get(0)>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; startsWith[java.lang.String]; cols>
<org.jgrapht.experimental.GraphReader; split[java.lang.String]; java.util.List<java.lang.String>; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; this>
<java.io.BufferedReader; readLine[]; java.lang.String; org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; null; _in>
<org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; org.jgrapht.experimental.GraphReader; readNodeCount[]; int; null; this>
<java.lang.String; equals[java.lang.Object]; boolean; org.jgrapht.experimental.GraphReader; readNodeCount[]; int; null; cols.get(0)>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; readNodeCount[]; int; equals[java.lang.Object]; cols>
<java.lang.Integer; parseInt[java.lang.String]; int; org.jgrapht.experimental.GraphReader; readNodeCount[]; int; null; Integer>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; readNodeCount[]; int; null; cols>
<org.jgrapht.experimental.GraphReader; readNodeCount[]; int; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; this>
<org.jgrapht.VertexFactory; createVertex[]; V; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; vertexFactory>
<org.jgrapht.Graph; addVertex[V]; boolean; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target>
<java.util.Map; put[java.lang.String, V]; V; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<java.lang.Integer; toString[int]; java.lang.String; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; Integer>
<org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; this>
<java.lang.String; equals[java.lang.Object]; boolean; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; cols.get(0)>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; equals[java.lang.Object]; cols>
<org.jgrapht.Graph; addEdge[V, V]; E; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; target>
<java.util.Map; get[java.lang.Object]; V; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; addEdge[V, V]; resultMap>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; cols>
<java.util.Map; get[java.lang.Object]; V; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; resultMap>
<java.util.List; get[int]; java.lang.String; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; cols>
<org.jgrapht.experimental.GraphReader; skipComments[]; java.util.List<java.lang.String>; org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<V,E>, org.jgrapht.VertexFactory<V>, java.util.Map<java.lang.String,V>]; void; null; this>
<org.jgrapht.experimental.GraphReader; generateGraph[org.jgrapht.Graph<java.lang.Integer,org.jgrapht.graph.DefaultEdge>, org.jgrapht.VertexFactory<java.lang.Integer>, java.util.Map<java.lang.String,java.lang.Integer>]; void; org.jgrapht.experimental.GraphReader; main[java.lang.String[]]; void; null; reader>
<java.io.PrintStream; println[java.lang.Object]; void; org.jgrapht.experimental.GraphReader; main[java.lang.String[]]; void; null; System.out>
<org.jgrapht.Graph; addVertex[java.lang.String]; boolean; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; null; g>
<org.jgrapht.Graph; addVertex[java.lang.String]; boolean; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; null; g>
<org.jgrapht.Graph; addVertex[java.lang.String]; boolean; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; null; g>
<org.jgrapht.Graph; addVertex[java.lang.String]; boolean; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; null; g>
<org.jgrapht.Graph; addEdge[java.lang.String, java.lang.String]; org.jgrapht.graph.DefaultEdge; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; null; g>
<org.jgrapht.Graph; addEdge[java.lang.String, java.lang.String]; org.jgrapht.graph.DefaultEdge; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; null; g>
<org.jgrapht.Graph; addEdge[java.lang.String, java.lang.String]; org.jgrapht.graph.DefaultEdge; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; null; g>
<org.jgrapht.Graph; addEdge[java.lang.String, java.lang.String]; org.jgrapht.graph.DefaultEdge; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; null; g>
<org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; init[]; void; null; this>
<java.awt.Container; setLayout[java.awt.LayoutManager]; void; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; init[]; void; null; this>
<java.awt.Component; setSize[int, int]; void; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; init[]; void; null; this>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; init[]; void; null; this>
<org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; createSamplegraph[]; org.jgrapht.Graph<java.lang.String,org.jgrapht.graph.DefaultEdge>; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; null; this>
<java.awt.Container; add[java.awt.Component]; java.awt.Component; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; null; frame.getContentPane()>
<javax.swing.JFrame; getContentPane[]; java.awt.Container; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; add[java.awt.Component]; frame>
<java.awt.Component; setPreferredSize[java.awt.Dimension]; void; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; null; frame>
<java.awt.Frame; setTitle[java.lang.String]; void; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; null; frame>
<javax.swing.JFrame; setDefaultCloseOperation[int]; void; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; null; frame>
<java.awt.Window; pack[]; void; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; null; frame>
<java.awt.Window; setVisible[boolean]; void; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; null; frame>
<java.lang.Thread; sleep[long]; void; org.jgrapht.experimental.touchgraph.SimpleTouchgraphApplet; main[java.lang.String[]]; void; null; Thread>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; graph>
<java.util.List; size[]; int; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; size[]; int; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.lang.Object; toString[]; java.lang.String; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes.get(i)>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; toString[]; jgtNodes>
<not found; addNode[]; not found; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; tgPanel>
<org.jgrapht.Graph; getEdge[V, V]; E; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; graph>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<java.util.List; get[int]; V; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; jgtNodes>
<not found; addEdge[]; not found; org.jgrapht.experimental.touchgraph.TouchgraphConverter; convertToTouchGraph[org.jgrapht.Graph<V,E>, org.jgrapht.experimental.touchgraph.TGPanel, boolean]; org.jgrapht.experimental.touchgraph.Node; null; tgPanel>
<org.jgrapht.experimental.touchgraph.TouchgraphPanel; preinitialize[]; void; org.jgrapht.experimental.touchgraph.TouchgraphPanel; TouchgraphPanel[org.jgrapht.Graph<V,E>, boolean]; void; null; this>
<org.jgrapht.experimental.touchgraph.TouchgraphPanel; initialize[]; void; org.jgrapht.experimental.touchgraph.TouchgraphPanel; TouchgraphPanel[org.jgrapht.Graph<V,E>, boolean]; void; null; this>
<not found; setBackground[]; not found; org.jgrapht.experimental.touchgraph.TouchgraphPanel; preinitialize[]; void; null; this>
<not found; setForeground[]; not found; org.jgrapht.experimental.touchgraph.TouchgraphPanel; preinitialize[]; void; null; this>
<not found; setBackColor[]; not found; org.jgrapht.experimental.touchgraph.TouchgraphPanel; preinitialize[]; void; null; tgPanel>
