All Method Calls (14894)

<net.sourceforge.pmd.RuleReference; isSame[java.lang.String, java.lang.String]; boolean; net.sourceforge.pmd.RuleReference; setName[java.lang.String]; void; null; this>
<net.sourceforge.pmd.ast.SimpleJavaAccessNode; isFinal[]; boolean; net.sourceforge.pmd.ast.SimpleJavaAccessNode; collectDumpedModifiers[java.lang.String]; java.lang.String; null; this>
<net.sourceforge.pmd.ast.SimpleJavaAccessNode; isSynchronized[]; boolean; net.sourceforge.pmd.ast.SimpleJavaAccessNode; collectDumpedModifiers[java.lang.String]; java.lang.String; null; this>
<net.sourceforge.pmd.ast.SimpleJavaAccessNode; isNative[]; boolean; net.sourceforge.pmd.ast.SimpleJavaAccessNode; collectDumpedModifiers[java.lang.String]; java.lang.String; null; this>
<net.sourceforge.pmd.ast.SimpleJavaAccessNode; isStrictfp[]; boolean; net.sourceforge.pmd.ast.SimpleJavaAccessNode; collectDumpedModifiers[java.lang.String]; java.lang.String; null; this>
<net.sourceforge.pmd.ast.SimpleJavaAccessNode; isTransient[]; boolean; net.sourceforge.pmd.ast.SimpleJavaAccessNode; collectDumpedModifiers[java.lang.String]; java.lang.String; null; this>
<java.util.Arrays; asList[java.lang.String[]]; java.util.List<java.lang.String>; net.sourceforge.pmd.ast.SimpleJavaAccessNode; collectDumpedModifiers[java.lang.String]; java.lang.String; null; Arrays>
<java.util.Arrays; asList[java.lang.String[]]; java.util.List<java.lang.String>; net.sourceforge.pmd.ast.SimpleJavaAccessNode; collectDumpedModifiers[java.lang.String]; java.lang.String; null; Arrays>
<net.sourceforge.pmd.Rule; getName[]; java.lang.String; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; rule>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; n>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; n>
<java.lang.String; equals[java.lang.Object]; boolean; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; annName.getImage()>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; equals[java.lang.Object]; annName>
<net.sourceforge.pmd.ast.SimpleNode; findChildrenOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTLiteral>]; java.util.List<net.sourceforge.pmd.ast.ASTLiteral>; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; n>
<net.sourceforge.pmd.ast.SimpleNode; hasImageEqualTo[java.lang.String]; boolean; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; element>
<net.sourceforge.pmd.ast.SimpleNode; hasImageEqualTo[java.lang.String]; boolean; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; element>
<net.sourceforge.pmd.ast.SimpleNode; hasImageEqualTo[java.lang.String]; boolean; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; element>
<net.sourceforge.pmd.ast.SimpleNode; hasImageEqualTo[java.lang.String]; boolean; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; element>
<java.util.List; contains[java.lang.Object]; boolean; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; serialRules>
<net.sourceforge.pmd.Rule; getName[]; java.lang.String; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; rule>
<net.sourceforge.pmd.ast.SimpleNode; hasImageEqualTo[java.lang.String]; boolean; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; element>
<java.util.List; contains[java.lang.Object]; boolean; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; unusedRules>
<net.sourceforge.pmd.Rule; getName[]; java.lang.String; net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; null; rule>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTAnnotation, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTAnnotation; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; null; visitor>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTVariableDeclarator, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTVariableDeclarator; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; visit[net.sourceforge.pmd.ast.ASTAnnotation, java.lang.Object]; visitor>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTCompilationUnit; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; visit[net.sourceforge.pmd.ast.ASTVariableDeclarator, java.lang.Object]; visitor>
<net.sourceforge.pmd.ast.ASTCompilationUnit; getPackageDeclaration[]; net.sourceforge.pmd.ast.ASTPackageDeclaration; net.sourceforge.pmd.ast.ASTCompilationUnit; declarationsAreInDefaultPackage[]; boolean; null; this>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTPackageDeclaration>]; net.sourceforge.pmd.ast.ASTPackageDeclaration; net.sourceforge.pmd.ast.ASTCompilationUnit; getPackageDeclaration[]; net.sourceforge.pmd.ast.ASTPackageDeclaration; null; this>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTConditionalAndExpression, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTConditionalAndExpression; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; null; visitor>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; getMessage[]; java.lang.String; null; expected.append(tokenImage[expectedTokenSequences[i][j]])>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; getMessage[]; java.lang.String; append[char]; expected>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; getMessage[]; java.lang.String; null; expected>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; getMessage[]; java.lang.String; null; expected.append(eol)>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; getMessage[]; java.lang.String; append[java.lang.String]; expected>
<net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; net.sourceforge.pmd.ast.ParseException; getMessage[]; java.lang.String; null; this>
<java.lang.StringBuffer; toString[]; java.lang.String; net.sourceforge.pmd.ast.ParseException; getMessage[]; java.lang.String; null; expected>
<java.lang.System; getProperty[java.lang.String, java.lang.String]; java.lang.String; net.sourceforge.pmd.ast.ParseException; getMessage[]; java.lang.String; null; System>
<java.lang.String; length[]; int; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; str>
<java.lang.String; charAt[int]; char; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; str>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.String; charAt[int]; char; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; str>
<java.lang.Integer; toString[int, int]; java.lang.String; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; Integer>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.String; substring[int, int]; java.lang.String; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; s>
<java.lang.String; length[]; int; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; s>
<java.lang.String; length[]; int; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; s>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<java.lang.StringBuffer; toString[]; java.lang.String; net.sourceforge.pmd.ast.ParseException; add_escapes[java.lang.String]; java.lang.String; null; retval>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTAssertStatement, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTAssertStatement; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; null; visitor>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTTryStatement, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTTryStatement; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; visit[net.sourceforge.pmd.ast.ASTAssertStatement, java.lang.Object]; visitor>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.ast.ASTTryStatement; hasFinally[]; boolean; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTTryStatement; hasFinally[]; boolean; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.ast.ASTTryStatement; getFinally[]; net.sourceforge.pmd.ast.ASTFinallyStatement; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTTryStatement; getFinally[]; net.sourceforge.pmd.ast.ASTFinallyStatement; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTTryStatement; getFinally[]; net.sourceforge.pmd.ast.ASTFinallyStatement; null; this>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTFormalParameter, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTFormalParameter; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; null; visitor>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; hasSuppressWarningsAnnotationFor[net.sourceforge.pmd.Rule]; boolean; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTFormalParameter; hasSuppressWarningsAnnotationFor[net.sourceforge.pmd.Rule]; boolean; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTFormalParameter; hasSuppressWarningsAnnotationFor[net.sourceforge.pmd.Rule]; boolean; null; this>
<net.sourceforge.pmd.ast.ASTAnnotation; suppresses[net.sourceforge.pmd.Rule]; boolean; net.sourceforge.pmd.ast.ASTFormalParameter; hasSuppressWarningsAnnotationFor[net.sourceforge.pmd.Rule]; boolean; null; a>
<net.sourceforge.pmd.ast.ASTFormalParameter; checkType[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; isArray[]; boolean; null; this>
<net.sourceforge.pmd.ast.ASTFormalParameter; checkDecl[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; isArray[]; boolean; null; this>
<net.sourceforge.pmd.ast.ASTFormalParameter; isArray[]; boolean; net.sourceforge.pmd.ast.ASTFormalParameter; getArrayDepth[]; int; null; this>
<net.sourceforge.pmd.ast.ASTFormalParameter; checkType[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; getArrayDepth[]; int; null; this>
<net.sourceforge.pmd.ast.ASTFormalParameter; checkDecl[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; getArrayDepth[]; int; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; getTypeNode[]; net.sourceforge.pmd.ast.ASTType; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTFormalParameter; getTypeNode[]; net.sourceforge.pmd.ast.ASTType; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTFormalParameter; getTypeNode[]; net.sourceforge.pmd.ast.ASTType; null; this>
<net.sourceforge.pmd.ast.ASTType; getArrayDepth[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; checkType[]; int; null; getTypeNode()>
<net.sourceforge.pmd.ast.ASTFormalParameter; getTypeNode[]; net.sourceforge.pmd.ast.ASTType; net.sourceforge.pmd.ast.ASTFormalParameter; checkType[]; int; getArrayDepth[]; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTFormalParameter; getDecl[]; net.sourceforge.pmd.ast.ASTVariableDeclaratorId; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; getDecl[]; net.sourceforge.pmd.ast.ASTVariableDeclaratorId; null; this>
<net.sourceforge.pmd.ast.ASTVariableDeclaratorId; getArrayDepth[]; int; net.sourceforge.pmd.ast.ASTFormalParameter; checkDecl[]; int; null; getDecl()>
<net.sourceforge.pmd.ast.ASTFormalParameter; getDecl[]; net.sourceforge.pmd.ast.ASTVariableDeclaratorId; net.sourceforge.pmd.ast.ASTFormalParameter; checkDecl[]; int; getArrayDepth[]; this>
<java.io.PrintStream; println[java.lang.String]; void; net.sourceforge.pmd.ast.ASTFormalParameter; dump[java.lang.String]; void; null; System.out>
<net.sourceforge.pmd.ast.SimpleJavaAccessNode; collectDumpedModifiers[java.lang.String]; java.lang.String; net.sourceforge.pmd.ast.ASTFormalParameter; dump[java.lang.String]; void; null; this>
<net.sourceforge.pmd.ast.SimpleNode; dumpChildren[java.lang.String]; void; net.sourceforge.pmd.ast.ASTFormalParameter; dump[java.lang.String]; void; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTImportDeclaration; getImportedNameNode[]; net.sourceforge.pmd.ast.ASTName; null; this>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.ast.ASTImportDeclaration; getImportedName[]; java.lang.String; null; ((ASTName)jjtGetChild(0))>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.ast.ASTImportDeclaration; getImportedName[]; java.lang.String; getImage[]; this>
<net.sourceforge.pmd.ast.ASTImportDeclaration; getImportedName[]; java.lang.String; net.sourceforge.pmd.ast.ASTImportDeclaration; getPackageName[]; java.lang.String; null; this>
<java.lang.String; indexOf[int]; int; net.sourceforge.pmd.ast.ASTImportDeclaration; getPackageName[]; java.lang.String; null; importName>
<java.lang.String; lastIndexOf[int]; int; net.sourceforge.pmd.ast.ASTImportDeclaration; getPackageName[]; java.lang.String; null; importName>
<java.lang.String; substring[int, int]; java.lang.String; net.sourceforge.pmd.ast.ASTImportDeclaration; getPackageName[]; java.lang.String; null; importName>
<net.sourceforge.pmd.ast.ASTImportDeclaration; isStatic[]; boolean; net.sourceforge.pmd.ast.ASTImportDeclaration; dump[java.lang.String]; void; null; this>
<java.io.PrintStream; println[java.lang.String]; void; net.sourceforge.pmd.ast.ASTImportDeclaration; dump[java.lang.String]; void; null; System.out>
<net.sourceforge.pmd.ast.SimpleNode; toString[java.lang.String]; java.lang.String; net.sourceforge.pmd.ast.ASTImportDeclaration; dump[java.lang.String]; void; null; this>
<net.sourceforge.pmd.ast.SimpleNode; dumpChildren[java.lang.String]; void; net.sourceforge.pmd.ast.ASTImportDeclaration; dump[java.lang.String]; void; null; this>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTImportDeclaration, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTImportDeclaration; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; null; visitor>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTStatement, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTStatement; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; visit[net.sourceforge.pmd.ast.ASTImportDeclaration, java.lang.Object]; visitor>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTPreIncrementExpression, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTPreIncrementExpression; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; visit[net.sourceforge.pmd.ast.ASTStatement, java.lang.Object]; visitor>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTTypeBound, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTTypeBound; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; visit[net.sourceforge.pmd.ast.ASTPreIncrementExpression, java.lang.Object]; visitor>
<net.sourceforge.pmd.ast.JavaParserVisitor; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; net.sourceforge.pmd.ast.ASTLiteral; jjtAccept[net.sourceforge.pmd.ast.JavaParserVisitor, java.lang.Object]; java.lang.Object; visit[net.sourceforge.pmd.ast.ASTTypeBound, java.lang.Object]; visitor>
