All Method Calls (17933)

<java.awt.event.ActionEvent; getActionCommand[]; java.lang.String; org.jext.actions.CreateTemplate; actionPerformed[java.awt.event.ActionEvent]; void; null; evt>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.actions.SpacesToTabs; doSpacesToTabs[java.lang.String, int]; java.lang.String; null; buf>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.actions.SpacesToTabs; doSpacesToTabs[java.lang.String, int]; java.lang.String; null; buf>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.actions.SpacesToTabs; doSpacesToTabs[java.lang.String, int]; java.lang.String; null; buf>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.actions.SpacesToTabs; doSpacesToTabs[java.lang.String, int]; java.lang.String; null; buf>
<java.lang.String; charAt[int]; char; org.jext.actions.SpacesToTabs; doSpacesToTabs[java.lang.String, int]; java.lang.String; null; in>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.actions.SpacesToTabs; doSpacesToTabs[java.lang.String, int]; java.lang.String; null; buf>
<javax.swing.JOptionPane; showInputDialog[java.awt.Component, java.lang.Object, java.lang.String, int]; java.lang.String; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; JOptionPane>
<org.jext.MenuAction; getJextParent[java.util.EventObject]; org.jext.JextFrame; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; Jext>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; Jext>
<org.jext.MenuAction; getTextArea[java.util.EventObject]; org.jext.JextTextArea; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.JextTextArea; beginCompoundEdit[]; void; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getDocument[]; org.gjt.sp.jedit.syntax.SyntaxDocument; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.text.Document; getDefaultRootElement[]; javax.swing.text.Element; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<javax.swing.text.Element; getElementIndex[int]; int; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; map>
<org.gjt.sp.jedit.textarea.JEditTextArea; getSelectionStart[]; int; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.text.Element; getElementIndex[int]; int; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; map>
<org.gjt.sp.jedit.textarea.JEditTextArea; getSelectionEnd[]; int; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.text.Element; getElement[int]; javax.swing.text.Element; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; map>
<javax.swing.text.Element; getStartOffset[]; int; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; lineElement>
<javax.swing.text.Element; getEndOffset[]; int; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; lineElement>
<org.gjt.sp.jedit.textarea.JEditTextArea; getText[int, int]; java.lang.String; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.text.Document; remove[int, int]; void; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<javax.swing.text.Document; insertString[int, java.lang.String, javax.swing.text.AttributeSet]; void; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<org.jext.JextTextArea; endCompoundEdit[]; void; org.jext.actions.BeginLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.JOptionPane; showInputDialog[java.awt.Component, java.lang.Object, java.lang.String, int]; java.lang.String; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; JOptionPane>
<org.jext.MenuAction; getJextParent[java.util.EventObject]; org.jext.JextFrame; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; Jext>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; Jext>
<org.jext.MenuAction; getTextArea[java.util.EventObject]; org.jext.JextTextArea; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.JextTextArea; beginCompoundEdit[]; void; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getDocument[]; org.gjt.sp.jedit.syntax.SyntaxDocument; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.text.Document; getDefaultRootElement[]; javax.swing.text.Element; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<javax.swing.text.Element; getElementIndex[int]; int; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; map>
<org.gjt.sp.jedit.textarea.JEditTextArea; getSelectionStart[]; int; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.text.Element; getElementIndex[int]; int; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; map>
<org.gjt.sp.jedit.textarea.JEditTextArea; getSelectionEnd[]; int; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.text.Element; getElement[int]; javax.swing.text.Element; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; map>
<javax.swing.text.Element; getStartOffset[]; int; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; lineElement>
<javax.swing.text.Element; getEndOffset[]; int; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; lineElement>
<org.gjt.sp.jedit.textarea.JEditTextArea; getText[int, int]; java.lang.String; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<javax.swing.text.Document; remove[int, int]; void; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<javax.swing.text.Document; insertString[int, java.lang.String, javax.swing.text.AttributeSet]; void; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<org.jext.JextTextArea; endCompoundEdit[]; void; org.jext.actions.EndLine; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.jext.MenuAction; getTextArea[java.util.EventObject]; org.jext.JextTextArea; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.JextTextArea; beginCompoundEdit[]; void; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getSelectedText[]; java.lang.String; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; setSelectedText[java.lang.String]; void; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<java.lang.String; toLowerCase[]; java.lang.String; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; selection>
<org.gjt.sp.jedit.textarea.JEditTextArea; getDocument[]; org.gjt.sp.jedit.syntax.SyntaxDocument; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getCaretPosition[]; int; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getLineOfOffset[int]; int; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getLineStartOffset[int]; int; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getLineEndOffset[int]; int; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.jext.JextTextArea; endCompoundEdit[]; void; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<java.lang.String; charAt[int]; char; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea.getText(start,end)>
<org.gjt.sp.jedit.textarea.JEditTextArea; getText[int, int]; java.lang.String; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; charAt[int]; textArea>
<javax.swing.text.Document; remove[int, int]; void; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<javax.swing.text.Document; insertString[int, java.lang.String, javax.swing.text.AttributeSet]; void; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<java.lang.String; toLowerCase[]; java.lang.String; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; new StringBuffer(1).append(c).toString()>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; toLowerCase[]; new StringBuffer(1).append(c)>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; toString[]; new StringBuffer(1)>
<org.gjt.sp.jedit.textarea.JEditTextArea; setCaretPosition[int]; void; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.jext.JextTextArea; endCompoundEdit[]; void; org.jext.actions.ToLowerCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.jext.MenuAction; getTextArea[java.util.EventObject]; org.jext.JextTextArea; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.JextTextArea; beginCompoundEdit[]; void; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getSelectedText[]; java.lang.String; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; setSelectedText[java.lang.String]; void; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<java.lang.String; toUpperCase[]; java.lang.String; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; selection>
<org.gjt.sp.jedit.textarea.JEditTextArea; getDocument[]; org.gjt.sp.jedit.syntax.SyntaxDocument; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getCaretPosition[]; int; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getLineOfOffset[int]; int; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getLineStartOffset[int]; int; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.gjt.sp.jedit.textarea.JEditTextArea; getLineEndOffset[int]; int; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.jext.JextTextArea; endCompoundEdit[]; void; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<java.lang.String; charAt[int]; char; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea.getText(start,end)>
<org.gjt.sp.jedit.textarea.JEditTextArea; getText[int, int]; java.lang.String; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; charAt[int]; textArea>
<javax.swing.text.Document; remove[int, int]; void; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<javax.swing.text.Document; insertString[int, java.lang.String, javax.swing.text.AttributeSet]; void; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; doc>
<java.lang.String; toUpperCase[]; java.lang.String; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; new StringBuffer(1).append(c).toString()>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; toUpperCase[]; new StringBuffer(1).append(c)>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; toString[]; new StringBuffer(1)>
<org.gjt.sp.jedit.textarea.JEditTextArea; setCaretPosition[int]; void; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.jext.JextTextArea; endCompoundEdit[]; void; org.jext.actions.ToUpperCase; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<org.jext.MenuAction; getJextParent[java.util.EventObject]; org.jext.JextFrame; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.JextFrame; createFile[]; org.jext.JextTextArea; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; parent>
<javax.swing.JOptionPane; showInputDialog[java.awt.Component, java.lang.Object, java.lang.String, int]; java.lang.String; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; JOptionPane>
<org.jext.MenuAction; getJextParent[java.util.EventObject]; org.jext.JextFrame; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; Jext>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; Jext>
<org.jext.JextTextArea; open[java.lang.String, java.io.InputStreamReader, int, boolean, boolean]; void; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; textArea>
<java.net.URL; openStream[]; java.io.InputStream; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; url>
<org.jext.Utilities; showError[java.lang.String]; void; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; Utilities>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; Jext>
<org.jext.Utilities; showError[java.lang.String]; void; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; Utilities>
<java.lang.Throwable; toString[]; java.lang.String; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; ioe>
<org.jext.JextFrame; close[org.jext.JextTextArea]; void; org.jext.actions.OpenUrl; actionPerformed[java.awt.event.ActionEvent]; void; null; parent>
